patty.id lat lng ele rss gps.time.err
4 40.006193200 -105.270590000 1660.310 -88 -0.249312
4 40.006552000 -105.262098500 1647.060 -74 -0.046242
4 40.008164100 -105.264284600 1645.350 -60 0.324659
4 40.007261200 -105.267582300 1663.110 -75 -0.460318
4 40.006998000 -105.264147200 1651.290 -82 0.259459
4 40.005570300 -105.265703900 1652.280 -87 -0.09217
4 40.004735200 -105.262086800 1645.920 -82 -0.249339
4 40.008150800 -105.262176500 1640.850 -71 -0.083668
7 40.007904200 -105.269754100 1664.300 -83 -0.382973
4 40.007620800 -105.266531300 1651.810 -62 0.158184
4 40.006220100 -105.270593900 1660.950 -88 0.034292
4 40.006532200 -105.262101000 1646.620 -76 0.247833
4 40.008164100 -105.264284600 1645.350 -60 -0.499568
4 40.007262500 -105.267602500 1662.920 -80 -0.250139
4 40.007025500 -105.264149800 1651.250 -80 0.235785
4 40.005566700 -105.265669000 1652.190 -87 0.294515
4 40.004748100 -105.262059300 1646.070 -76 0.033751
4 40.008150200 -105.262139100 1640.690 -66 -0.107182
4 40.007914700 -105.269879500 1664.560 -85 0.2337
4 40.007642800 -105.266528800 1651.690 -64 0.236177
4 40.006249800 -105.270596700 1660.820 -90 0.204429
4 40.007277900 -105.264058900 1646.440 -78 -0.247132
4 40.006532200 -105.262101000 1646.620 -73 -0.475839
4 40.008165700 -105.264281900 1646.250 -61 0.481538
4 40.007263900 -105.267624700 1662.600 -82 -0.17159
4 40.007025500 -105.264149800 1651.250 -78 -0.379429
4 40.005567000 -105.265632800 1652.010 -85 0.47591
4 40.004761200 -105.262034700 1646.090 -76 0.316575
4 40.008150000 -105.262102200 1640.520 -70 0.278637
4 40.007914700 -105.269879500 1664.560 -85 -0.482971
7 40.008275600 -105.268080300 1652.990 -91 -0.065521
4 40.007642800 -105.266528800 1651.690 -62 -0.37768
4 40.006280000 -105.270598600 1661.340 -91 0.191767
4 40.007266900 -105.264032300 1646.290 -78 0.141729
2 40.003399200 -105.262416300 1657.810 -85 0.171804
4 40.006511600 -105.262101400 1646.270 -75 -0.185848
4 40.008165700 -105.264281900 1646.250 -61 -0.335158
4 40.007265100 -105.267648500 1662.100 -81 0.111928
4 40.005567000 -105.265632800 1652.010 -83 -0.453621
4 40.004775800 -105.262009800 1646.550 -81 0.490452
4 40.008150000 -105.262102200 1640.520 -70 -0.437881
7 40.007912900 -105.269849700 1664.240 -90 0.216418
4 40.007664200 -105.266527000 1651.510 -57 -0.299371
4 40.007266900 -105.264032300 1646.290 -80 -0.47231
4 40.006491200 -105.262099900 1645.950 -70 0.097321
4 40.008163100 -105.264280700 1646.120 -62 -0.053639
4 40.007265100 -105.267648500 1662.100 -81 -0.400629
4 40.005570400 -105.265595600 1651.900 -84 -0.264529
4 40.004775800 -105.262009800 1646.550 -77 -0.321734
4 40.008150600 -105.262066900 1640.410 -68 -0.4615
4 40.007913000 -105.269945300 1665.580 -84 0.053159
7 40.008281400 -105.268011000 1652.650 -86 0.414231
4 40.007686500 -105.266526100 1651.520 -62 -0.119787
7 40.006249800 -105.270596700 1660.820 -87 0.141971
4 40.007252500 -105.263999800 1646.060 -81 -0.003525
4 40.006470500 -105.262097200 1645.780 -74 0.352875
4 40.008162500 -105.264280600 1646.070 -68 0.229633
4 40.007260900 -105.267669500 1661.550 -80 -0.424039
4 40.007109200 -105.264158800 1650.740 -74 0.059109
4 40.005577500 -105.265560600 1651.670 -85 -0.288961
4 40.004790300 -105.261983900 1646.670 -76 -0.141004
4 40.008151500 -105.262032900 1640.250 -70 -0.178154
4 40.007707800 -105.266527500 1651.590 -63 0.35116
4 40.006338800 -105.270595500 1661.410 -83 0.025278
4 40.007243600 -105.263964600 1646.170 -75 0.190177
7 40.004906300 -105.268430900 1659.100 -81 0.431701
4 40.006470500 -105.262097200 1645.780 -79 -0.336208
4 40.008161800 -105.264280500 1645.920 -65 0.309395
4 40.007258000 -105.267692300 1661.430 -79 -0.038368
4 40.007136000 -105.264155500 1650.350 -83 0.344019
4 40.005590700 -105.265529900 1651.600 -83 -0.312607
4 40.004804400 -105.261960400 1646.580 -76 0.34697
4 40.008151600 -105.261999400 1640.100 -67 -0.201996
7 40.007914100 -105.269912100 1665.010 -88 -0.063124
4 40.007728100 -105.266530100 1651.510 -57 0.44839
4 40.007240000 -105.263931200 1646.120 -84 0.479968
7 40.004906300 -105.268430900 1659.100 -77 -0.15427
2 40.006511600 -105.262101400 1646.270 -83 -0.024266
4 40.008160700 -105.264280100 1645.890 -70 0.490219
4 40.007256900 -105.267712800 1661.490 -79 0.333419
4 40.007136000 -105.264155500 1650.350 -77 -0.268878
4 40.005609200 -105.265504600 1651.830 -85 -0.132105
4 40.004817000 -105.261937100 1646.310 -76 0.322952
4 40.008152500 -105.261966100 1639.950 -68 -0.022254
4 40.007912700 -105.270010700 1666.560 -89 -0.292472
4 40.007728100 -105.266530100 1651.510 -63 -0.269838
7 40.006310200 -105.270597500 1661.540 -89 0.136367
4 40.007240000 -105.263931200 1646.120 -78 -0.23721
7 40.004920800 -105.268453700 1659.330 -76 0.070146
4 40.006431100 -105.262079900 1645.390 -77 0.43513
4 40.008160700 -105.264280100 1645.890 -68 -0.123552
4 40.007256900 -105.267712800 1661.490 -80 -0.283619
4 40.006520300 -105.269495900 1660.020 -89 -0.042075
7 40.007109200 -105.264158800 1650.740 -85 -0.179352
4 40.005629200 -105.265482800 1651.960 -83 0.017224
4 40.004817000 -105.261937100 1646.310 -79 -0.49618
4 40.008152100 -105.261933100 1639.720 -75 0.057056
6 40.008284000 -105.267828000 1649.860 -86 0.375157
4 40.007748900 -105.266531900 1651.450 -63 0.013748
4 40.006398200 -105.270571400 1661.450 -91 -0.31692
4 40.007238700 -105.263900500 1646.260 -79 0.118368
7 40.004937800 -105.268468800 1659.580 -84 0.046703
2 40.003345100 -105.262568600 1657.850 -89 0.433517
4 40.006431100 -105.262079900 1645.390 -76 -0.38415
4 40.008159400 -105.264280500 1645.690 -68 0.253697
4 40.007258500 -105.267735600 1661.610 -80 0.116263
4 40.007185700 -105.264142700 1650.210 -77 -0.033198
4 40.005646700 -105.265459600 1652.320 -85 0.229413
4 40.004828500 -105.261912400 1646.270 -77 -0.213228
4 40.008150600 -105.261899800 1639.740 -78 0.421352
6 40.008284000 -105.267828000 1649.860 -86 -0.44481
4 40.007769700 -105.266533000 1651.400 -60 0.486541
4 40.006339300 -105.262400400 1648.690 -83 0.497625
7 40.007252500 -105.263999800 1646.060 -88 0.21682
7 40.004955800 -105.268477200 1659.920 -84 0.110229
2 40.003345100 -105.262568600 1657.850 -81 -0.352481
4 40.006413900 -105.262064000 1645.270 -77 -0.30488
4 40.008159400 -105.264280500 1645.690 -66 -0.354828
4 40.007258800 -105.267760500 1661.700 -80 0.197351
4 40.006578600 -105.269497400 1659.950 -88 0.338932
4 40.007210200 -105.264140600 1650.140 -74 0.27235
4 40.005661600 -105.265436800 1652.340 -84 0.206751
4 40.004839200 -105.261884700 1646.350 -80 -0.137136
4 40.008150600 -105.261899800 1639.740 -71 -0.375323
4 40.007911700 -105.270098300 1667.610 -87 -0.344574
4 40.007769700 -105.266533000 1651.400 -61 -0.317389
4 40.006440900 -105.270514800 1661.450 -90 -0.154823
4 40.006339300 -105.262400400 1648.690 -81 -0.243338
4 40.007231900 -105.263846600 1646.990 -83 0.09131
7 40.004975500 -105.268476700 1660.290 -81 0.151036
2 40.003334400 -105.262597800 1658.070 -84 -0.170228
2 40.006450100 -105.262090700 1645.590 -84 0.054327
4 40.008156600 -105.264280600 1645.330 -66 -0.278818
4 40.007258700 -105.267788000 1661.760 -80 0.354135
7 40.007185700 -105.264142700 1650.210 -78 0.468702
4 40.004850400 -105.261859200 1646.450 -84 0.131445
4 40.008150900 -105.261866000 1639.960 -74 -0.298445
7 40.007912300 -105.270068900 1667.030 -87 0.438172
4 40.007788300 -105.266534300 1651.660 -68 -0.136276
4 40.006340600 -105.262400800 1648.840 -83 -0.142759
7 40.005000600 -105.268468900 1660.780 -84 0.277535
4 40.006384900 -105.262021100 1645.070 -76 0.057217
4 40.008154900 -105.264281000 1645.000 -67 0.109576
6 40.007258700 -105.267788000 1661.760 -84 -0.423568
7 40.007185700 -105.264142700 1650.210 -84 -0.269696
4 40.005675900 -105.265414100 1652.000 -84 -0.328664
4 40.004861500 -105.261834300 1646.610 -82 0.432055
4 40.008152400 -105.261832800 1640.040 -77 -0.221644
4 40.007904200 -105.270154900 1668.490 -89 -0.186934
4 40.008289900 -105.267727400 1648.460 -85 -0.117474
4 40.007807200 -105.266533900 1651.930 -61 -0.089275
4 40.006342500 -105.262401200 1649.010 -84 0.245476
4 40.006377100 -105.261992800 1645.020 -77 0.238054
4 40.008154100 -105.264281500 1644.850 -66 0.289606
7 40.007258800 -105.267760500 1661.700 -80 -0.004523
4 40.007256800 -105.264159500 1650.030 -74 -0.083847
4 40.005688600 -105.265397400 1651.710 -82 0.057112
4 40.004861500 -105.261834300 1646.610 -80 -0.386672
4 40.008153400 -105.261799700 1639.960 -78 -0.037128
7 40.007911700 -105.270098300 1667.610 -91 -0.41027
4 40.008287000 -105.267696600 1647.980 -84 -0.038854
4 40.007826600 -105.266532900 1652.060 -61 0.324744
2 40.006339300 -105.262400400 1648.690 -79 -0.351227
7 40.005053800 -105.268450200 1661.450 -77 0.496568
4 40.006372600 -105.261962600 1644.890 -72 0.417556
4 40.008154100 -105.264281500 1644.850 -66 -0.228093
6 40.007251300 -105.267837900 1662.590 -85 -0.050719
4 40.007276600 -105.264181600 1649.970 -75 0.070014
4 40.005700800 -105.265378700 1651.490 -90 0.032966
4 40.004873800 -105.261809900 1646.810 -78 0.101368
4 40.008154100 -105.261766700 1639.720 -79 0.34843
4 40.007844800 -105.266532600 1652.120 -64 0.405946
7 40.006440900 -105.270514800 1661.450 -91 -0.470775
4 40.006343100 -105.262400600 1649.280 -87 0.119325
7 40.005053800 -105.268450200 1661.450 -78 -0.204303
2 40.003319400 -105.262731800 1657.720 -87 0.345749
4 40.006370300 -105.261931100 1644.910 -74 0.480089
4 40.008154200 -105.264282300 1644.780 -66 0.060729
7 40.007258700 -105.267788000 1661.760 -69 -0.323232
4 40.007289900 -105.264210800 1649.800 -77 0.484563
4 40.004886900 -105.261785000 1646.980 -79 0.461682
4 40.008154100 -105.261766700 1639.720 -76 -0.368436
7 40.008289900 -105.267727400 1648.460 -85 -0.167636
4 40.007844800 -105.266532600 1652.120 -67 -0.311407
4 40.006343100 -105.262400600 1649.280 -86 -0.49488
7 40.005079200 -105.268445100 1662.120 -81 -0.161882
4 40.006370300 -105.261931100 1644.910 -77 -0.423317
4 40.008154700 -105.264283000 1644.810 -67 0.418531
4 40.007243600 -105.267862600 1663.090 -83 -0.412837
4 40.007289900 -105.264210800 1649.800 -73 -0.352143
4 40.005730900 -105.265327400 1650.850 -83 0.08838
4 40.004886900 -105.261785000 1646.980 -83 -0.349279
4 40.008154300 -105.261734200 1639.580 -75 0.119754
4 40.008284900 -105.267585600 1647.860 -86 -0.110197
4 40.007863100 -105.266531200 1652.250 -65 -0.233856
2 40.006343100 -105.262400600 1649.280 -79 0.401029
7 40.005103100 -105.268437100 1661.950 -83 -0.048244
4 40.006369900 -105.261898700 1644.960 -77 -0.34498
4 40.008155800 -105.264284200 1644.740 -68 0.405665
4 40.007236900 -105.267887500 1663.560 -83 -0.229429
4 40.007294600 -105.264244400 1649.890 -79 -0.278895
4 40.005746700 -105.265304600 1650.670 -84 0.064366
4 40.004899700 -105.261759200 1647.210 -77 -0.157215
4 40.008154000 -105.261701600 1639.290 -74 0.300557
7 40.008286200 -105.267662100 1647.830 -85 0.049339
4 40.007879700 -105.266531800 1652.650 -64 -0.052004
4 40.006345700 -105.262401300 1649.700 -83 -0.235683
4 40.007898600 -105.270248300 1670.280 -90 -0.283064
4 40.006371500 -105.261865300 1644.890 -82 0.041119
4 40.008155800 -105.264284200 1644.740 -67 -0.395967
4 40.007236600 -105.267915600 1663.830 -85 -0.15611
4 40.007293200 -105.264277200 1649.910 -81 0.026697
4 40.005758600 -105.265280700 1650.680 -88 0.347486
4 40.004912600 -105.261732200 1647.330 -78 0.210045
4 40.008154000 -105.261701600 1639.290 -71 -0.425813
4 40.007897600 -105.266532400 1652.750 -69 0.222512
7 40.006450000 -105.270416000 1661.340 -89 -0.073407
4 40.006346400 -105.262401100 1649.850 -84 -0.259951
4 40.007898400 -105.270271300 1670.700 -88 0.102597
2 40.003324900 -105.262844300 1656.180 -89 0.244457
4 40.006374700 -105.261832900 1645.000 -77 0.221952
4 40.008156900 -105.264284800 1644.830 -66 -0.32376
4 40.007240700 -105.267946800 1663.800 -81 0.232061
4 40.007290100 -105.264306700 1650.020 -80 0.41053
4 40.005771800 -105.265256000 1651.140 -84 0.32437
4 40.004921900 -105.261704100 1647.500 -77 0.312988
4 40.008152200 -105.261668600 1639.170 -75 -0.368416
4 40.007916600 -105.266532600 1652.800 -78 0.208459
2 40.006345700 -105.262401300 1649.700 -77 -0.040282
7 40.005181400 -105.268410200 1663.700 -81 0.405625
4 40.006374700 -105.261832900 1645.000 -74 -0.289745
4 40.008157800 -105.264284800 1645.090 -65 0.043492
6 40.007243100 -105.267976300 1664.410 -92 0.226066
7 40.007293200 -105.264277200 1649.910 -87 0.249578
4 40.005771800 -105.265256000 1651.140 -77 -0.217928
4 40.004924500 -105.261675800 1647.520 -84 0.49387
4 40.008150600 -105.261636300 1638.970 -75 -0.053712
4 40.007916600 -105.266532600 1652.800 -71 -0.428798
2 40.006346400 -105.262401100 1649.850 -78 0.014997
7 40.007898600 -105.270248300 1670.280 -86 -0.066429
7 40.008285100 -105.267548500 1647.840 -84 0.319658
4 40.005272400 -105.268427500 1665.380 -87 -0.238339
4 40.006377500 -105.261799900 1645.180 -71 -0.314044
4 40.008158900 -105.264284600 1645.420 -67 0.125032
7 40.007236600 -105.267915600 1663.830 -70 -0.071764
4 40.005788400 -105.265233400 1651.090 -81 0.094289
4 40.004922700 -105.261648200 1647.650 -78 0.470064
4 40.008150900 -105.261605300 1638.800 -70 0.22937
4 40.007934800 -105.266534200 1652.800 -70 -0.449841
4 40.006350800 -105.262402800 1650.100 -84 -0.41678
4 40.008282400 -105.267397600 1648.970 -86 0.487035
7 40.007189100 -105.263778500 1650.950 -83 0.118749
7 40.005205700 -105.268407400 1663.700 -80 -0.069723
4 40.006379400 -105.261766400 1645.260 -73 0.072557
4 40.008159900 -105.264284200 1645.780 -64 0.225087
4 40.007247400 -105.268003000 1664.550 -76 0.080433
4 40.005808400 -105.265220600 1650.780 -82 0.377893
4 40.004922700 -105.261648200 1647.650 -82 -0.246775
4 40.008152600 -105.261576400 1638.520 -69 0.307884
4 40.007955200 -105.266536100 1652.620 -75 -0.454909
4 40.006352100 -105.262403300 1650.160 -83 -0.434242
7 40.008281400 -105.267511200 1647.790 -81 -0.242526
7 40.007189100 -105.263778500 1650.950 -84 -0.466155
7 40.005229900 -105.268409900 1664.080 -80 0.018802
4 40.006381100 -105.261733300 1645.280 -75 0.253183
4 40.008159900 -105.264284200 1645.780 -66 -0.491778
6 40.007251300 -105.268030200 1664.710 -90 0.119543
4 40.007282400 -105.264392100 1650.500 -77 -0.194941
4 40.005808400 -105.265220600 1650.780 -81 -0.463916
4 40.004916100 -105.261622300 1647.870 -77 0.13887
4 40.008152900 -105.261547800 1638.440 -72 0.459897
4 40.007975100 -105.266543300 1652.510 -73 -0.375538
2 40.006350800 -105.262402800 1650.100 -77 -0.375124
7 40.008278000 -105.267473300 1648.030 -84 0.232709
7 40.007178000 -105.263776000 1651.680 -85 -0.069561
7 40.005251000 -105.268419400 1664.880 -85 0.111608
4 40.006381100 -105.261733300 1645.280 -75 -0.26012
4 40.008161100 -105.264284300 1646.070 -68 -0.205402
4 40.007251300 -105.268030200 1664.710 -83 -0.272379
4 40.007281700 -105.264419600 1650.900 -82 -0.19477
4 40.005830800 -105.265219300 1651.810 -83 -0.478842
4 40.004906600 -105.261597700 1648.090 -78 0.422088
4 40.008152900 -105.261547800 1638.440 -70 -0.228213
4 40.007994600 -105.266554900 1652.350 -74 0.00901000000000004
4 40.006349700 -105.262403000 1650.230 -81 0.029737
4 40.007910200 -105.270407300 1671.030 -87 0.28975
7 40.007171600 -105.263776300 1652.800 -79 -0.048508
4 40.005375000 -105.268412700 1665.750 -83 0.382885
4 40.006383300 -105.261701100 1645.280 -80 0.127633
4 40.008162300 -105.264284500 1646.390 -66 -0.229654
6 40.007254100 -105.268083700 1665.010 -85 0.487107
4 40.007280300 -105.264448000 1651.000 -81 -0.12984
4 40.005875100 -105.265223500 1653.660 -83 0.491731
4 40.004906600 -105.261597700 1648.090 -83 -0.424745
4 40.008151600 -105.261520900 1638.400 -73 0.054695
4 40.008013900 -105.266568200 1652.130 -72 0.26906
4 40.006348200 -105.262402400 1650.260 -81 0.210473
4 40.007913700 -105.270429700 1672.260 -88 0.358128
7 40.008279200 -105.267435300 1648.350 -80 0.069148
7 40.007168000 -105.263776400 1652.870 -82 0.361148
4 40.005401700 -105.268414300 1665.680 -84 0.461568
4 40.006383300 -105.261701100 1645.280 -76 -0.486483
4 40.008163400 -105.264284900 1646.620 -67 -0.154155
6 40.007254100 -105.268083700 1665.010 -85 -0.386531
4 40.007278800 -105.264473100 1651.490 -82 0.166883
4 40.005875100 -105.265223500 1653.660 -83 -0.10103
4 40.004896900 -105.261573500 1648.350 -87 -0.139737
4 40.008149400 -105.261496400 1638.430 -70 0.129887
4 40.008031600 -105.266583500 1651.890 -70 0.371715
4 40.006348200 -105.262402400 1650.260 -82 -0.305594
4 40.007913700 -105.270429700 1672.260 -84 -0.350479
7 40.008282400 -105.267397600 1648.970 -76 0.438368
7 40.007168000 -105.263776400 1652.870 -82 -0.178699
7 40.005321500 -105.268425600 1666.130 -81 0.199364
4 40.006385000 -105.261669400 1645.150 -79 -0.408021
4 40.008164500 -105.264285600 1646.780 -68 -0.175278
4 40.007278900 -105.264498300 1651.790 -81 0.419515
7 40.007251300 -105.268030200 1664.710 -67 -0.065537
4 40.005897400 -105.265222500 1654.690 -79 0.079961
4 40.004884500 -105.261551600 1648.480 -80 -0.137792
4 40.008142800 -105.261475000 1638.340 -76 0.419053
4 40.008031600 -105.266583500 1651.890 -75 -0.449061
2 40.006349700 -105.262403000 1650.230 -77 -0.434049
4 40.007916800 -105.270456700 1673.070 -86 0.035776
7 40.007166300 -105.263775700 1653.720 -83 -0.02971
4 40.005427000 -105.268420800 1665.360 -86 -0.381886
4 40.006384200 -105.261638200 1644.810 -69 -0.230651
4 40.008165500 -105.264285900 1647.040 -66 0.310002
6 40.007282400 -105.264392100 1650.500 -86 -0.460597
4 40.007255700 -105.268112100 1664.900 -81 0.17625
4 40.005918900 -105.265218700 1655.880 -82 0.363387
4 40.004871500 -105.261531100 1648.720 -81 -0.073617
4 40.008142800 -105.261475000 1638.340 -75 -0.399873
4 40.008047500 -105.266601400 1651.750 -71 -0.393137
4 40.006341400 -105.262399400 1650.290 -79 -0.246801
4 40.007916800 -105.270456700 1673.070 -88 -0.491585
7 40.008283100 -105.267360700 1649.280 -84 0.130729
7 40.007159400 -105.263770200 1654.720 -83 0.17178
4 40.005449200 -105.268428800 1665.100 -80 -0.020092
4 40.006382700 -105.261606700 1644.630 -70 -0.148303
4 40.008166400 -105.264286300 1647.270 -66 0.285864
7 40.007278800 -105.264473100 1651.490 -87 -0.149823
4 40.007258300 -105.268137700 1664.970 -76 0.371622
4 40.003909800 -105.266239800 1659.430 -84 -0.47262
4 40.004857600 -105.261513300 1648.700 -82 0.018931
4 40.008129600 -105.261455900 1638.230 -75 -0.014036
4 40.008061500 -105.266622100 1651.610 -70 0.014804
7 40.006460900 -105.270124700 1660.240 -89 0.340136
4 40.006338800 -105.262398000 1650.330 -82 -0.168296
4 40.007920500 -105.270483800 1673.950 -88 -0.499015
6 40.008302500 -105.267211900 1652.140 -87 0.192377
7 40.007159400 -105.263770200 1654.720 -84 -0.45882
4 40.005474000 -105.268427300 1664.410 -87 0.078475
4 40.006383000 -105.261573200 1644.590 -71 0.317808
4 40.008167100 -105.264286600 1647.460 -67 0.460471
4 40.007282000 -105.264550600 1652.790 -79 0.196736
6 40.007270200 -105.268184500 1664.870 -89 0.153081
4 40.005937400 -105.265205400 1656.360 -79 -0.274452
4 40.003908300 -105.266268500 1659.580 -85 -0.381517
4 40.004841300 -105.261494700 1648.770 -81 0.097338
4 40.008110700 -105.261436500 1638.280 -75 0.448974
4 40.008071300 -105.266646600 1651.610 -82 -0.009526
7 40.006460900 -105.270124700 1660.240 -90 -0.349366
4 40.006336800 -105.262396300 1650.400 -81 -0.014889
4 40.007923200 -105.270510600 1674.700 -79 -0.216064
7 40.008291300 -105.267287300 1650.140 -77 0.468893
7 40.007154600 -105.263766900 1655.630 -84 -0.108292
4 40.005497000 -105.268417400 1664.020 -88 0.12781
4 40.006383000 -105.261573200 1644.590 -74 -0.479563
4 40.008167100 -105.264286600 1647.460 -65 -0.365973
4 40.007282000 -105.264550600 1652.790 -76 -0.417789
7 40.007255700 -105.268112100 1664.900 -70 0.135556
4 40.005952300 -105.265186800 1656.730 -84 -0.205691
4 40.003905800 -105.266296000 1659.690 -79 -0.332676
4 40.004823300 -105.261476700 1648.770 -82 0.073367
4 40.008110700 -105.261436500 1638.280 -77 -0.447432
4 40.008074300 -105.266673100 1651.660 -76 0.051468
7 40.006460300 -105.270092100 1660.140 -87 0.071907
4 40.006335800 -105.262395800 1650.420 -83 0.190379
4 40.007927100 -105.270541000 1674.920 -85 0.169301
4 40.008305100 -105.267176200 1653.090 -83 -0.475216
7 40.007153100 -105.263769200 1656.140 -82 0.196795
4 40.005515300 -105.268398000 1663.520 -86 0.126596
4 40.006386500 -105.261539600 1644.390 -73 -0.430372
4 40.008167900 -105.264287300 1647.540 -64 -0.093094
4 40.007284500 -105.264578500 1653.240 -83 -0.339024
4 40.007270200 -105.268184500 1664.870 -75 0.016717
4 40.003902800 -105.266323000 1659.790 -77 -0.120819
4 40.004803300 -105.261461700 1648.960 -87 0.35683
7 40.008142800 -105.261475000 1638.340 -84 0.053167
4 40.008069600 -105.266698700 1651.680 -77 0.250399
2 40.006336800 -105.262396300 1650.400 -77 0.324901
4 40.007928000 -105.270573700 1675.080 -86 0.349375
4 40.008308400 -105.267140800 1654.780 -83 -0.308529
7 40.007153100 -105.263769200 1656.140 -82 -0.402316
7 40.005449200 -105.268428800 1665.100 -82 0.288652
4 40.006389800 -105.261505500 1644.190 -74 -0.025814
4 40.008168400 -105.264287500 1647.670 -61 0.304728
4 40.007286200 -105.264606400 1653.570 -84 0.139949
4 40.007283500 -105.268201500 1664.390 -77 0.199251
4 40.003903700 -105.266349500 1659.880 -78 -0.071704
4 40.004803300 -105.261461700 1648.960 -84 -0.257421
4 40.008069600 -105.266698700 1651.680 -78 -0.362956
4 40.006450700 -105.269972400 1660.100 -87 0.365553
4 40.006334300 -105.262395600 1650.380 -82 -0.240289
7 40.008302500 -105.267211900 1652.140 -79 -0.06092
7 40.007147200 -105.263770800 1655.860 -83 -0.338784
7 40.005449200 -105.268428800 1665.100 -77 -0.373102
4 40.006388600 -105.261472600 1644.100 -79 -0.038595
4 40.008168800 -105.264287700 1647.800 -67 0.399296
4 40.007287500 -105.264634800 1653.900 -83 0.227765
4 40.007302700 -105.268209800 1664.330 -79 0.481017
4 40.005986700 -105.265104700 1656.060 -86 0.345677
4 40.003907000 -105.266375900 1660.020 -83 0.235769
4 40.004782900 -105.261446100 1648.990 -84 0.20868
4 40.008058200 -105.266720600 1651.860 -75 -0.098503
7 40.006455700 -105.270030600 1660.150 -85 -0.030559
4 40.006332400 -105.262401700 1650.410 -83 0.120054
4 40.007926800 -105.270638800 1675.650 -83 0.388693
4 40.008301400 -105.267072500 1656.140 -85 0.371407
7 40.007139000 -105.263775200 1655.810 -82 -0.267605
4 40.005535200 -105.268337300 1662.050 -86 0.190837
4 40.006378100 -105.261441600 1643.870 -71 0.039945
4 40.008168800 -105.264287700 1647.800 -66 -0.317265
4 40.007287500 -105.264634800 1653.900 -85 -0.287632
4 40.007302700 -105.268209800 1664.330 -74 -0.249134
4 40.005986700 -105.265104700 1656.060 -84 -0.471835
4 40.003910100 -105.266403700 1660.020 -83 0.218659
4 40.004762300 -105.261429700 1648.940 -91 0.190802
7 40.008088500 -105.261418800 1638.380 -91 0.385713
4 40.008043200 -105.266737400 1652.180 -76 0.203864
7 40.006452600 -105.270001200 1660.250 -87 0.128751
4 40.006332600 -105.262414700 1650.440 -85 0.428595
4 40.007927900 -105.270666900 1676.310 -78 0.359193
7 40.008308400 -105.267140800 1654.780 -76 0.476373
4 40.005535200 -105.268337300 1662.050 -84 -0.340563
4 40.006358500 -105.261419400 1643.680 -71 0.394933
4 40.008168900 -105.264288000 1647.940 -63 -0.239527
4 40.007323100 -105.268216400 1664.110 -73 0.148453
4 40.003910100 -105.266403700 1660.020 -83 -0.321009
4 40.004741500 -105.261414200 1648.880 -85 0.489333
7 40.008088500 -105.261418800 1638.380 -88 -0.337736
4 40.008025300 -105.266749000 1652.400 -74 0.382879
7 40.006452600 -105.270001200 1660.250 -87 -0.496745
2 40.006334300 -105.262395600 1650.380 -78 -0.419741
4 40.008295600 -105.267041700 1656.550 -83 -0.468357
7 40.007132600 -105.263778500 1655.730 -81 0.438526
7 40.005515300 -105.268398000 1663.520 -73 0.494818
4 40.006358500 -105.261419400 1643.680 -67 -0.321833
4 40.008168700 -105.264288800 1647.870 -64 0.044674
4 40.007292700 -105.264689600 1654.710 -78 -0.058698
4 40.007342800 -105.268219200 1663.940 -76 0.228029
4 40.003912200 -105.266434500 1660.020 -83 -0.316535
4 40.004741500 -105.261414200 1648.880 -85 -0.227397
7 40.008064800 -105.261406300 1638.300 -85 -0.015849
7 40.006450700 -105.269972400 1660.100 -87 -0.45406
4 40.006334500 -105.262431100 1650.460 -82 0.097252
4 40.007922700 -105.270694200 1676.560 -79 0.152129
6 40.008290800 -105.267011800 1656.770 -87 0.241479
4 40.008005500 -105.266754300 1652.690 -75 0.462976
7 40.007132600 -105.263778500 1655.730 -81 -0.203545
4 40.005532200 -105.268275600 1660.410 -85 0.040391
4 40.006333600 -105.261409200 1643.480 -71 0.094311
4 40.008168700 -105.264288500 1648.000 -66 0.203591
4 40.007296000 -105.264716400 1655.020 -79 0.155239
4 40.007342800 -105.268219200 1663.940 -77 -0.31163
4 40.003911300 -105.266463900 1659.800 -85 -0.135816
4 40.004720500 -105.261399100 1648.870 -85 0.157966
6 40.008142800 -105.261475000 1638.340 -82 -0.166475
4 40.006450600 -105.269848700 1659.380 -95 0.373664
4 40.006333400 -105.262451000 1650.510 -81 0.46282
4 40.007922700 -105.270694200 1676.560 -87 -0.462452
4 40.008290900 -105.266981400 1657.280 -80 0.200156
4 40.008005500 -105.266754300 1652.690 -73 -0.154647
7 40.007138900 -105.263782200 1655.680 -83 0.092356
7 40.005528300 -105.268369600 1662.650 -86 -0.079963
4 40.006307100 -105.261409600 1643.520 -70 0.479916
4 40.008168800 -105.264287600 1648.130 -66 0.202096
4 40.007296000 -105.264716400 1655.020 -78 -0.47981
4 40.007364800 -105.268219900 1663.910 -79 -0.306871
4 40.003908800 -105.266493600 1659.890 -85 0.249029
4 40.004720500 -105.261399100 1648.870 -81 -0.371358
6 40.008129600 -105.261455900 1638.230 -82 -0.087862
4 40.008290600 -105.266950400 1657.400 -82 0.280118
4 40.006331000 -105.262473600 1650.560 -75 0.459027
4 40.007915800 -105.270726900 1676.520 -90 -0.078529
4 40.007985400 -105.266754200 1652.990 -73 0.028031
7 40.005535200 -105.268337300 1662.050 -79 -0.069328
4 40.006307100 -105.261409600 1643.520 -73 -0.440974
4 40.008168800 -105.264287600 1648.130 -65 -0.30971
