NodeName,Lat,Long,Bin,Radio_CQI_Distribution,Number_of_Users
520,133.790233,-84.387131,7,236114.224,419.6162033
521,133.790233,-84.387131,8,213346.5547,419.6162033
522,133.790233,-84.387131,9,167678.3906,419.6162033
523,133.790233,-84.387131,10,111956.3874,419.6162033
524,133.790233,-84.387131,11,92870.55469,419.6162033
525,133.790233,-84.387131,12,53492.49967,419.6162033
526,133.790233,-84.387131,13,26141.55534,419.6162033
527,133.790233,-84.387131,14,14605.9443,419.6162033
528,133.790233,-84.387131,15,9523.000102,419.6162033
529,133.764311,-84.361585,0,1584.499969,235.5879669
530,133.764311,-84.361585,1,2112.333344,235.5879669
531,133.764311,-84.361585,2,15683.83301,235.5879669
532,133.764311,-84.361585,3,63762.16699,235.5879669
533,133.764311,-84.361585,4,226893.1602,235.5879669
534,133.764311,-84.361585,5,419093.1641,235.5879669
535,133.764311,-84.361585,6,447457.3281,235.5879669
536,133.764311,-84.361585,7,400400,235.5879669
537,133.764311,-84.361585,8,380093.8359,235.5879669
538,133.764311,-84.361585,9,308914.5,235.5879669
539,133.764311,-84.361585,10,236725.1602,235.5879669
540,133.764311,-84.361585,11,206166.3398,235.5879669
541,133.764311,-84.361585,12,137287.6699,235.5879669
542,133.764311,-84.361585,13,76834.16797,235.5879669
543,133.764311,-84.361585,14,39803.16699,235.5879669
544,133.764311,-84.361585,15,34402.16748,235.5879669
545,133.658889,-84.494444,0,1709.555542,402.1624966
546,133.658889,-84.494444,1,880.9444453,402.1624966
547,133.658889,-84.494444,2,3809.166712,402.1624966
548,133.658889,-84.494444,3,13304.83351,402.1624966
549,133.658889,-84.494444,4,26118.55558,402.1624966
550,133.658889,-84.494444,5,49712.111,402.1624966
551,133.658889,-84.494444,6,78044.27702,402.1624966
552,133.658889,-84.494444,7,97932.27799,402.1624966
553,133.658889,-84.494444,8,139614.724,402.1624966
554,133.658889,-84.494444,9,167462.668,402.1624966
555,133.658889,-84.494444,10,148285.9453,402.1624966
556,133.658889,-84.494444,11,175694.5579,402.1624966
557,133.658889,-84.494444,12,178605.334,402.1624966
558,133.658889,-84.494444,13,146407.0555,402.1624966
559,133.658889,-84.494444,14,105979.6115,402.1624966
560,133.658889,-84.494444,15,195684.444,402.1624966
561,133.812602,-84.371568,0,6207.5,451.7097244
562,133.812602,-84.371568,1,3243.999959,451.7097244
563,133.812602,-84.371568,2,17906.55542,451.7097244
564,133.812602,-84.371568,3,48567.05558,451.7097244
565,133.812602,-84.371568,4,115908.9456,451.7097244
566,133.812602,-84.371568,5,206557.778,451.7097244
567,133.812602,-84.371568,6,273570.1628,451.7097244
568,133.812602,-84.371568,7,260584.2773,451.7097244
569,133.812602,-84.371568,8,261104.1172,451.7097244
570,133.812602,-84.371568,9,240048.112,451.7097244
571,133.812602,-84.371568,10,169361.8359,451.7097244
572,133.812602,-84.371568,11,143548.9466,451.7097244
573,133.812602,-84.371568,12,95952.22266,451.7097244
574,133.812602,-84.371568,13,56433.33431,451.7097244
575,133.812602,-84.371568,14,32299.38859,451.7097244
576,133.812602,-84.371568,15,25452.4998,451.7097244
577,133.848417,-84.3595,0,1916.500015,354.4911976
578,133.848417,-84.3595,1,1068.888889,354.4911976
579,133.848417,-84.3595,2,5578.72226,354.4911976
580,133.848417,-84.3595,3,22562.55538,354.4911976
581,133.848417,-84.3595,4,64334.05648,354.4911976
582,133.848417,-84.3595,5,111029.1667,354.4911976
583,133.848417,-84.3595,6,148543.2799,354.4911976
584,133.848417,-84.3595,7,161789.0547,354.4911976
585,133.848417,-84.3595,8,184769.888,354.4911976
586,133.848417,-84.3595,9,172631.2201,354.4911976
587,133.848417,-84.3595,10,126191.0573,354.4911976
588,133.848417,-84.3595,11,117486.4434,354.4911976
589,133.848417,-84.3595,12,80509.611,354.4911976
590,133.848417,-84.3595,13,46074.38867,354.4911976
591,133.848417,-84.3595,14,26139.83366,354.4911976
592,133.848417,-84.3595,15,23681.88932,354.4911976
593,133.830631,-84.361151,0,3409.222209,303.1962979
594,133.830631,-84.361151,1,1647.111111,303.1962979
595,133.830631,-84.361151,2,9547.111064,303.1962979
596,133.830631,-84.361151,3,21210.99957,303.1962979
597,133.830631,-84.361151,4,47816.94482,303.1962979
598,133.830631,-84.361151,5,102123.1106,303.1962979
599,133.830631,-84.361151,6,149723.8363,303.1962979
600,133.830631,-84.361151,7,156592.0007,303.1962979
601,133.830631,-84.361151,8,162959.2261,303.1962979
602,133.830631,-84.361151,9,158544.3354,303.1962979
603,133.830631,-84.361151,10,117903.9987,303.1962979
604,133.830631,-84.361151,11,112796.2772,303.1962979
605,133.830631,-84.361151,12,82685.9991,303.1962979
606,133.830631,-84.361151,13,46383.77808,303.1962979
607,133.830631,-84.361151,14,24972.27771,303.1962979
608,133.830631,-84.361151,15,25942.94491,303.1962979
609,133.774305,-84.352977,0,1184.333323,427.7009354
610,133.774305,-84.352977,1,530.3888906,427.7009354
611,133.774305,-84.352977,2,2717.333354,427.7009354
612,133.774305,-84.352977,3,10678.11117,427.7009354
613,133.774305,-84.352977,4,38451.27865,427.7009354
614,133.774305,-84.352977,5,108453.7773,427.7009354
615,133.774305,-84.352977,6,174914.776,427.7009354
616,133.774305,-84.352977,7,188758.2214,427.7009354
617,133.774305,-84.352977,8,202944.224,427.7009354
618,133.774305,-84.352977,9,193999.7773,427.7009354
619,133.774305,-84.352977,10,154049.554,427.7009354
620,133.774305,-84.352977,11,150143.278,427.7009354
621,133.774305,-84.352977,12,124463.8314,427.7009354
622,133.774305,-84.352977,13,94036.66667,427.7009354
623,133.774305,-84.352977,14,68261.77702,427.7009354
624,133.774305,-84.352977,15,110343.7207,427.7009354
625,133.768754,-84.390747,0,3849.222148,270.5226879
626,133.768754,-84.390747,1,3727.388916,270.5226879
627,133.768754,-84.390747,2,24183.44458,270.5226879
628,133.768754,-84.390747,3,51845.38932,270.5226879
629,133.768754,-84.390747,4,100399.0566,270.5226879
630,133.768754,-84.390747,5,164798.888,270.5226879
631,133.768754,-84.390747,6,155531.224,270.5226879
632,133.768754,-84.390747,7,142418.2786,270.5226879
633,133.768754,-84.390747,8,139200.054,270.5226879
634,133.768754,-84.390747,9,95310.05469,270.5226879
635,133.768754,-84.390747,10,66883.61068,270.5226879
636,133.768754,-84.390747,11,59410.72233,270.5226879
637,133.768754,-84.390747,12,42634.38965,270.5226879
638,133.768754,-84.390747,13,26729.7229,270.5226879
639,133.768754,-84.390747,14,17100.0001,270.5226879
640,133.768754,-84.390747,15,24913.77799,270.5226879
641,133.757717,-84.382835,0,7801.611043,288.2152748
642,133.757717,-84.382835,1,11418.0555,288.2152748
643,133.757717,-84.382835,2,59784.22103,288.2152748
644,133.757717,-84.382835,3,124534.0007,288.2152748
645,133.757717,-84.382835,4,184719.5013,288.2152748
646,133.757717,-84.382835,5,228175.9453,288.2152748
647,133.757717,-84.382835,6,206850.1081,288.2152748
648,133.757717,-84.382835,7,170297.5,288.2152748
649,133.757717,-84.382835,8,148406,288.2152748
650,133.757717,-84.382835,9,98956.33268,288.2152748
651,133.757717,-84.382835,10,61053.22192,288.2152748
652,133.757717,-84.382835,11,44280.77669,288.2152748
653,133.757717,-84.382835,12,21375.00039,288.2152748
654,133.757717,-84.382835,13,9244.500112,288.2152748
655,133.757717,-84.382835,14,4545.388901,288.2152748
656,133.757717,-84.382835,15,2910.833293,288.2152748
657,133.749028,-84.357694,0,6846.94458,345.3013916
658,133.749028,-84.357694,1,9115.777568,345.3013916
659,133.749028,-84.357694,2,52386.38953,345.3013916
660,133.749028,-84.357694,3,96960.39111,345.3013916
661,133.749028,-84.357694,4,162379.1156,345.3013916
662,133.749028,-84.357694,5,171436.722,345.3013916
663,133.749028,-84.357694,6,181986.2773,345.3013916
664,133.749028,-84.357694,7,161391.498,345.3013916
665,133.749028,-84.357694,8,145538.5033,345.3013916
666,133.749028,-84.357694,9,120647.2204,345.3013916
667,133.749028,-84.357694,10,88218.88704,345.3013916
668,133.749028,-84.357694,11,80943.16667,345.3013916
669,133.749028,-84.357694,12,58119.6674,345.3013916
670,133.749028,-84.357694,13,39599.55665,345.3013916
671,133.749028,-84.357694,14,24498.66645,345.3013916
672,133.749028,-84.357694,15,32144.66742,345.3013916
673,133.758878,-84.38976,0,6068.222331,349.2055569
674,133.758878,-84.38976,1,5972.277674,349.2055569
675,133.758878,-84.38976,2,44031.50033,349.2055569
676,133.758878,-84.38976,3,103431.0023,349.2055569
677,133.758878,-84.38976,4,150501.556,349.2055569
678,133.758878,-84.38976,5,189274.832,349.2055569
679,133.758878,-84.38976,6,191019.7222,349.2055569
680,133.758878,-84.38976,7,168652.8893,349.2055569
681,133.758878,-84.38976,8,157130.5026,349.2055569
682,133.758878,-84.38976,9,118592.832,349.2055569
683,133.758878,-84.38976,10,81002.05379,349.2055569
684,133.758878,-84.38976,11,66028.83309,349.2055569
685,133.758878,-84.38976,12,41001.33358,349.2055569
686,133.758878,-84.38976,13,22468.55509,349.2055569
687,133.758878,-84.38976,14,14050.88892,349.2055569
688,133.758878,-84.38976,15,16710.49984,349.2055569
689,133.780694,-84.296304,0,1462.777771,374.0972238
690,133.780694,-84.296304,1,1154.666679,374.0972238
691,133.780694,-84.296304,2,6306.222172,374.0972238
692,133.780694,-84.296304,3,17277.61132,374.0972238
693,133.780694,-84.296304,4,51506.0565,374.0972238
694,133.780694,-84.296304,5,112438.6646,374.0972238
695,133.780694,-84.296304,6,149718.9412,374.0972238
696,133.780694,-84.296304,7,155570.8911,374.0972238
697,133.780694,-84.296304,8,175881.0545,374.0972238
698,133.780694,-84.296304,9,192903.4982,374.0972238
699,133.780694,-84.296304,10,154655.6665,374.0972238
700,133.780694,-84.296304,11,140563.2758,374.0972238
701,133.780694,-84.296304,12,103942.3913,374.0972238
702,133.780694,-84.296304,13,66461.99959,374.0972238
703,133.780694,-84.296304,14,39183.5002,374.0972238
704,133.780694,-84.296304,15,49760.27909,374.0972238
705,133.626664,-84.457691,0,6575.44457,195.6606522
706,133.626664,-84.457691,1,4505.444483,195.6606522
707,133.626664,-84.457691,2,16903.33309,195.6606522
708,133.626664,-84.457691,3,29505.27732,195.6606522
709,133.626664,-84.457691,4,44250.05611,195.6606522
710,133.626664,-84.457691,5,59528.44442,195.6606522
711,133.626664,-84.457691,6,73371.33252,195.6606522
712,133.626664,-84.457691,7,73210.1097,195.6606522
713,133.626664,-84.457691,8,77678.22201,195.6606522
714,133.626664,-84.457691,9,77766.50033,195.6606522
715,133.626664,-84.457691,10,63963.83333,195.6606522
716,133.626664,-84.457691,11,62354.66667,195.6606522
717,133.626664,-84.457691,12,52817.33366,195.6606522
718,133.626664,-84.457691,13,40195.66699,195.6606522
719,133.626664,-84.457691,14,29532.38916,195.6606522
720,133.626664,-84.457691,15,46220.27832,195.6606522
721,133.842636,-84.377978,0,1434.444417,324.6296225
722,133.842636,-84.377978,1,632.5555522,324.6296225
723,133.842636,-84.377978,2,3046.888875,324.6296225
724,133.842636,-84.377978,3,9641.27771,324.6296225
725,133.842636,-84.377978,4,25703.00033,324.6296225
726,133.842636,-84.377978,5,54798.38802,324.6296225
727,133.842636,-84.377978,6,90339.61198,324.6296225
728,133.842636,-84.377978,7,115058.5573,324.6296225
729,133.842636,-84.377978,8,147625.6074,324.6296225
730,133.842636,-84.377978,9,160784.6139,324.6296225
731,133.842636,-84.377978,10,130024.7225,324.6296225
732,133.842636,-84.377978,11,133550.0011,324.6296225
733,133.842636,-84.377978,12,104713.1676,324.6296225
734,133.842636,-84.377978,13,68682.72221,324.6296225
735,133.842636,-84.377978,14,44593.66667,324.6296225
736,133.842636,-84.377978,15,54842.50006,324.6296225
737,133.853116,-84.380695,0,1930.666687,363.0032444
738,133.853116,-84.380695,1,700.2222137,363.0032444
739,133.853116,-84.380695,2,4086.333272,363.0032444
740,133.853116,-84.380695,3,15271.38912,363.0032444
741,133.853116,-84.380695,4,30063.0555,363.0032444
742,133.853116,-84.380695,5,58502.4432,363.0032444
743,133.853116,-84.380695,6,86183.33431,363.0032444
744,133.853116,-84.380695,7,108856.1647,363.0032444
745,133.853116,-84.380695,8,142656.168,363.0032444
746,133.853116,-84.380695,9,158549.056,363.0032444
747,133.853116,-84.380695,10,141760.0547,363.0032444
748,133.853116,-84.380695,11,150611.9987,363.0032444
749,133.853116,-84.380695,12,127874.7233,363.0032444
750,133.853116,-84.380695,13,89007.33398,363.0032444
751,133.853116,-84.380695,14,57710.55501,363.0032444
752,133.853116,-84.380695,15,78797.05566,363.0032444
753,133.835066,-84.385317,0,2136.777791,267.9990692
754,133.835066,-84.385317,1,1995.166621,267.9990692
755,133.835066,-84.385317,2,11468.88872,267.9990692
756,133.835066,-84.385317,3,30465.33346,267.9990692
757,133.835066,-84.385317,4,64158.05615,267.9990692
758,133.835066,-84.385317,5,94723.27637,267.9990692
759,133.835066,-84.385317,6,121946.3893,267.9990692
760,133.835066,-84.385317,7,120098.8353,267.9990692
761,133.835066,-84.385317,8,139538.0013,267.9990692
762,133.835066,-84.385317,9,135168.221,267.9990692
763,133.835066,-84.385317,10,94983.83301,267.9990692
764,133.835066,-84.385317,11,94265.16536,267.9990692
765,133.835066,-84.385317,12,76138.88753,267.9990692
766,133.835066,-84.385317,13,55610.6674,267.9990692
767,133.835066,-84.385317,14,34494.27743,267.9990692
768,133.835066,-84.385317,15,42454,267.9990692
769,133.7643,-84.3757,0,8070.38916,511.0837975
770,133.7643,-84.3757,1,7915.72231,511.0837975
771,133.7643,-84.3757,2,43170.83276,511.0837975
772,133.7643,-84.3757,3,88853.66813,511.0837975
773,133.7643,-84.3757,4,145870.498,511.0837975
774,133.7643,-84.3757,5,213605.3333,511.0837975
775,133.7643,-84.3757,6,261642.3906,511.0837975
776,133.7643,-84.3757,7,268036.0547,511.0837975
777,133.7643,-84.3757,8,274092.7799,511.0837975
778,133.7643,-84.3757,9,244273.2266,511.0837975
779,133.7643,-84.3757,10,177772.056,511.0837975
780,133.7643,-84.3757,11,164045.5039,511.0837975
781,133.7643,-84.3757,12,115038.8874,511.0837975
782,133.7643,-84.3757,13,66581.38818,511.0837975
783,133.7643,-84.3757,14,41418.55542,511.0837975
784,133.7643,-84.3757,15,52089.61145,511.0837975
785,133.747361,-84.414362,0,1546.555583,336.2523117
786,133.747361,-84.414362,1,607.2222188,336.2523117
787,133.747361,-84.414362,2,5722.222127,336.2523117
788,133.747361,-84.414362,3,18103.88867,336.2523117
789,133.747361,-84.414362,4,54855,336.2523117
790,133.747361,-84.414362,5,187980.6667,336.2523117
791,133.747361,-84.414362,6,415403.4375,336.2523117
792,133.747361,-84.414362,7,542324.4479,336.2523117
793,133.747361,-84.414362,8,675296.1146,336.2523117
794,133.747361,-84.414362,9,722022.4479,336.2523117
795,133.747361,-84.414362,10,544497.2188,336.2523117
796,133.747361,-84.414362,11,483234.7813,336.2523117
797,133.747361,-84.414362,12,315387.8906,336.2523117
798,133.747361,-84.414362,13,178949.112,336.2523117
799,133.747361,-84.414362,14,95454.22135,336.2523117
800,133.747361,-84.414362,15,67326.33464,336.2523117
801,133.738758,-84.403527,0,1089.49999,204.8212996
802,133.738758,-84.403527,1,409.1666679,204.8212996
803,133.738758,-84.403527,2,1974.222275,204.8212996
804,133.738758,-84.403527,3,5793.88873,204.8212996
805,133.738758,-84.403527,4,17042.94446,204.8212996
806,133.738758,-84.403527,5,42436.16671,204.8212996
807,133.738758,-84.403527,6,70422.61194,204.8212996
808,133.738758,-84.403527,7,85806.27698,204.8212996
809,133.738758,-84.403527,8,112895.2242,204.8212996
810,133.738758,-84.403527,9,124593.6661,204.8212996
811,133.738758,-84.403527,10,89992.11027,204.8212996
812,133.738758,-84.403527,11,80598.0568,204.8212996
813,133.738758,-84.403527,12,56369.44393,204.8212996
814,133.738758,-84.403527,13,34177.72233,204.8212996
815,133.738758,-84.403527,14,21820.72192,204.8212996
816,133.738758,-84.403527,15,25843.83366,204.8212996
817,133.780555,-84.3652,0,5097.055644,413.2291584
818,133.780555,-84.3652,1,3958.611155,413.2291584
819,133.780555,-84.3652,2,21064.22203,413.2291584
820,133.780555,-84.3652,3,47913.8894,413.2291584
821,133.780555,-84.3652,4,97067.94401,413.2291584
822,133.780555,-84.3652,5,162328.6686,413.2291584
823,133.780555,-84.3652,6,200013.2227,413.2291584
824,133.780555,-84.3652,7,211328.2227,413.2291584
825,133.780555,-84.3652,8,226896.7813,413.2291584
826,133.780555,-84.3652,9,201779.8307,413.2291584
827,133.780555,-84.3652,10,140286.444,413.2291584
828,133.780555,-84.3652,11,121509.498,413.2291584
829,133.780555,-84.3652,12,82429.27799,413.2291584
830,133.780555,-84.3652,13,45890.05469,413.2291584
831,133.780555,-84.3652,14,24852.72201,413.2291584
832,133.780555,-84.3652,15,23197.50024,413.2291584
833,133.660165,-84.431839,0,9118.444448,659.443985
834,133.660165,-84.431839,1,7893.222127,659.443985
835,133.660165,-84.431839,2,36181.05605,659.443985
836,133.660165,-84.431839,3,91910.99756,659.443985
837,133.660165,-84.431839,4,204240.5579,659.443985
838,133.660165,-84.431839,5,342948.7747,659.443985
839,133.660165,-84.431839,6,415334.2311,659.443985
840,133.660165,-84.431839,7,404569.7214,659.443985
841,133.660165,-84.431839,8,376700.9414,659.443985
842,133.660165,-84.431839,9,291790.4961,659.443985
843,133.660165,-84.431839,10,200353.7201,659.443985
844,133.660165,-84.431839,11,165560.8314,659.443985
845,133.660165,-84.431839,12,106721.2757,659.443985
846,133.660165,-84.431839,13,63656.16724,659.443985
847,133.660165,-84.431839,14,37866.72152,659.443985
848,133.660165,-84.431839,15,46143.88862,659.443985
849,133.640663,-84.444148,0,1015.111125,213.6981506
850,133.640663,-84.444148,1,295.888888,213.6981506
851,133.640663,-84.444148,2,758.222229,213.6981506
852,133.640663,-84.444148,3,2047.00002,213.6981506
853,133.640663,-84.444148,4,7096.222087,213.6981506
854,133.640663,-84.444148,5,18521.66715,213.6981506
855,133.640663,-84.444148,6,31705.44466,213.6981506
856,133.640663,-84.444148,7,49530.77865,213.6981506
857,133.640663,-84.444148,8,75941.88802,213.6981506
858,133.640663,-84.444148,9,126610.2214,213.6981506
859,133.640663,-84.444148,10,143361.3359,213.6981506
860,133.640663,-84.444148,11,198521,213.6981506
861,133.640663,-84.444148,12,215297.5625,213.6981506
862,133.640663,-84.444148,13,174129.888,213.6981506
863,133.640663,-84.444148,14,126890.6641,213.6981506
864,133.640663,-84.444148,15,175828.6719,213.6981506
865,133.934,-83.9796,0,1235.222209,319.0597191
866,133.934,-83.9796,1,1054.666659,319.0597191
867,133.934,-83.9796,2,7043.555471,319.0597191
868,133.934,-83.9796,3,24553.88857,319.0597191
869,133.934,-83.9796,4,64451.33305,319.0597191
870,133.934,-83.9796,5,116189.0553,319.0597191
871,133.934,-83.9796,6,144540.998,319.0597191
872,133.934,-83.9796,7,147403.2201,319.0597191
873,133.934,-83.9796,8,161219.3867,319.0597191
874,133.934,-83.9796,9,147158.1113,319.0597191
875,133.934,-83.9796,10,112161.5,319.0597191
876,133.934,-83.9796,11,103274.1673,319.0597191
877,133.934,-83.9796,12,75589.22363,319.0597191
878,133.934,-83.9796,13,46894.44466,319.0597191
879,133.934,-83.9796,14,27241.8894,319.0597191
880,133.934,-83.9796,15,36011.66618,319.0597191
881,133.92,-84.0181,0,960.5555522,379.8152752
882,133.92,-84.0181,1,429.2222239,379.8152752
883,133.92,-84.0181,2,3453.388977,379.8152752
884,133.92,-84.0181,3,14478.00037,379.8152752
885,133.92,-84.0181,4,46733.22192,379.8152752
886,133.92,-84.0181,5,119632.1108,379.8152752
887,133.92,-84.0181,6,167503.1667,379.8152752
888,133.92,-84.0181,7,187406.9941,379.8152752
889,133.92,-84.0181,8,215193.8294,379.8152752
890,133.92,-84.0181,9,189953.9434,379.8152752
891,133.92,-84.0181,10,140825.9987,379.8152752
892,133.92,-84.0181,11,126930.6647,379.8152752
893,133.92,-84.0181,12,94591.05566,379.8152752
894,133.92,-84.0181,13,64836.55534,379.8152752
895,133.92,-84.0181,14,39713.72249,379.8152752
896,133.92,-84.0181,15,50876.50033,379.8152752
897,134.076915,-84.165151,0,1256.722219,429.1513934
898,134.076915,-84.165151,1,935.7777557,429.1513934
899,134.076915,-84.165151,2,4618.833272,429.1513934
900,134.076915,-84.165151,3,13590.11076,429.1513934
901,134.076915,-84.165151,4,44506.27734,429.1513934
902,134.076915,-84.165151,5,103446.332,429.1513934
903,134.076915,-84.165151,6,168351.2194,429.1513934
904,134.076915,-84.165151,7,204477.6136,429.1513934
905,134.076915,-84.165151,8,242022.8854,429.1513934
906,134.076915,-84.165151,9,236187.1725,429.1513934
907,134.076915,-84.165151,10,176394.444,429.1513934
908,134.076915,-84.165151,11,165880.7257,429.1513934
909,134.076915,-84.165151,12,122394.6655,429.1513934
910,134.076915,-84.165151,13,78115.33421,429.1513934
911,134.076915,-84.165151,14,49484.05648,429.1513934
912,134.076915,-84.165151,15,55586.61138,429.1513934
913,133.920976,-84.308813,0,1449.5,301.2361088
914,133.920976,-84.308813,1,561.6111196,301.2361088
915,133.920976,-84.308813,2,3359.833405,301.2361088
916,133.920976,-84.308813,3,11372.5001,301.2361088
917,133.920976,-84.308813,4,32516.88883,301.2361088
918,133.920976,-84.308813,5,63742.05518,301.2361088
919,133.920976,-84.308813,6,87670.83138,301.2361088
920,133.920976,-84.308813,7,99599.77865,301.2361088
921,133.920976,-84.308813,8,114819.4447,301.2361088
922,133.920976,-84.308813,9,128821.8353,301.2361088
923,133.920976,-84.308813,10,108828.946,301.2361088
924,133.920976,-84.308813,11,114351.8906,301.2361088
925,133.920976,-84.308813,12,103132.3307,301.2361088
926,133.920976,-84.308813,13,79279.22184,301.2361088
927,133.920976,-84.308813,14,52826.44474,301.2361088
928,133.920976,-84.308813,15,89485.50236,301.2361088
929,134.057496,-84.3052,0,5086.222249,480.0828667
930,134.057496,-84.3052,1,1196.166656,480.0828667
931,134.057496,-84.3052,2,9335.777669,480.0828667
932,134.057496,-84.3052,3,31487.8328,480.0828667
933,134.057496,-84.3052,4,96246.83447,480.0828667
934,134.057496,-84.3052,5,181254.9437,480.0828667
935,134.057496,-84.3052,6,234086.2217,480.0828667
936,134.057496,-84.3052,7,243751.9935,480.0828667
937,134.057496,-84.3052,8,262749.3906,480.0828667
938,134.057496,-84.3052,9,213718.0534,480.0828667
939,134.057496,-84.3052,10,159848.1667,480.0828667
940,134.057496,-84.3052,11,150194.888,480.0828667
941,134.057496,-84.3052,12,112394.2767,480.0828667
942,134.057496,-84.3052,13,70452.99902,480.0828667
943,134.057496,-84.3052,14,39241.11165,480.0828667
944,134.057496,-84.3052,15,43359.55497,480.0828667
945,133.897913,-84.30464,0,1458.944438,304.3087959
946,133.897913,-84.30464,1,451.888888,304.3087959
947,133.897913,-84.30464,2,2050.611115,304.3087959
948,133.897913,-84.30464,3,5195.166707,304.3087959
949,133.897913,-84.30464,4,19279.50016,304.3087959
950,133.897913,-84.30464,5,57267.83366,304.3087959
951,133.897913,-84.30464,6,102532.0007,304.3087959
952,133.897913,-84.30464,7,118017.944,304.3087959
953,133.897913,-84.30464,8,148598.5013,304.3087959
954,133.897913,-84.30464,9,160715.9987,304.3087959
955,133.897913,-84.30464,10,135322.2773,304.3087959
956,133.897913,-84.30464,11,122816.556,304.3087959
957,133.897913,-84.30464,12,95504.27865,304.3087959
958,133.897913,-84.30464,13,62476.77897,304.3087959
959,133.897913,-84.30464,14,36748.72201,304.3087959
960,133.897913,-84.30464,15,39345.49967,304.3087959
961,133.953261,-84.136989,0,2006.333344,482.3236122
962,133.953261,-84.136989,1,1112.49999,482.3236122
963,133.953261,-84.136989,2,5737,482.3236122
964,133.953261,-84.136989,3,16691.33333,482.3236122
965,133.953261,-84.136989,4,52877.11068,482.3236122
966,133.953261,-84.136989,5,121269.998,482.3236122
967,133.953261,-84.136989,6,195006.7266,482.3236122
968,133.953261,-84.136989,7,222549.5586,482.3236122
969,133.953261,-84.136989,8,253321.7188,482.3236122
970,133.953261,-84.136989,9,239262.1172,482.3236122
971,133.953261,-84.136989,10,178642.7227,482.3236122
972,133.953261,-84.136989,11,169847.9961,482.3236122
973,133.953261,-84.136989,12,123929.0013,482.3236122
974,133.953261,-84.136989,13,75271.00098,482.3236122
975,133.953261,-84.136989,14,43935.16683,482.3236122
976,133.953261,-84.136989,15,50098.11182,482.3236122
977,133.943961,-84.12166,0,1045.000025,246.2074089
978,133.943961,-84.12166,1,425.6111094,246.2074089
979,133.943961,-84.12166,2,2415.22227,246.2074089
980,133.943961,-84.12166,3,8019.55542,246.2074089
981,133.943961,-84.12166,4,25010.99992,246.2074089
982,133.943961,-84.12166,5,55754.05566,246.2074089
983,133.943961,-84.12166,6,83800.83333,246.2074089
984,133.943961,-84.12166,7,95529.38867,246.2074089
985,133.943961,-84.12166,8,115625.1667,246.2074089
986,133.943961,-84.12166,9,118017.722,246.2074089
987,133.943961,-84.12166,10,94770.61198,246.2074089
988,133.943961,-84.12166,11,101646.7214,246.2074089
989,133.943961,-84.12166,12,83564.33366,246.2074089
990,133.943961,-84.12166,13,56296.66667,246.2074089
991,133.943961,-84.12166,14,35133.66602,246.2074089
992,133.943961,-84.12166,15,52329.16764,246.2074089
993,133.909025,-84.207411,0,1360.888906,378.8963013
994,133.909025,-84.207411,1,468.4444377,378.8963013
995,133.909025,-84.207411,2,1792.277771,378.8963013
996,133.909025,-84.207411,3,5488.444519,378.8963013
997,133.909025,-84.207411,4,21436.61076,378.8963013
998,133.909025,-84.207411,5,68259.5542,378.8963013
999,133.909025,-84.207411,6,123891.4434,378.8963013
1000,133.909025,-84.207411,7,157829.502,378.8963013
1001,133.909025,-84.207411,8,209877.0573,378.8963013
1002,133.909025,-84.207411,9,225071.6667,378.8963013
1003,133.909025,-84.207411,10,175377.4466,378.8963013
1004,133.909025,-84.207411,11,173622.2214,378.8963013
1005,133.909025,-84.207411,12,126628.2201,378.8963013
1006,133.909025,-84.207411,13,76628.77734,378.8963013
1007,133.909025,-84.207411,14,48143.99967,378.8963013
1008,133.909025,-84.207411,15,51958.389,378.8963013
1009,133.977359,-84.156289,0,1216.611104,314.8060164
1010,133.977359,-84.156289,1,479.6666718,314.8060164
1011,133.977359,-84.156289,2,3223.722158,314.8060164
1012,133.977359,-84.156289,3,8914.33315,314.8060164
1013,133.977359,-84.156289,4,25399.83325,314.8060164
1014,133.977359,-84.156289,5,53358.16829,314.8060164
1015,133.977359,-84.156289,6,81222.66602,314.8060164
1016,133.977359,-84.156289,7,94115.66764,314.8060164
1017,133.977359,-84.156289,8,119353.8887,314.8060164
1018,133.977359,-84.156289,9,138166.1104,314.8060164
1019,133.977359,-84.156289,10,116207.4985,314.8060164
1020,133.977359,-84.156289,11,127461.3921,314.8060164
1021,133.977359,-84.156289,12,112176.724,314.8060164
1022,133.977359,-84.156289,13,80401.88867,314.8060164
1023,133.977359,-84.156289,14,50524.88867,314.8060164
1024,133.977359,-84.156289,15,83102.7782,314.8060164
1025,134.089576,-84.346026,0,1268.111115,602.7342682
1026,134.089576,-84.346026,1,802.7222112,602.7342682
1027,134.089576,-84.346026,2,3545.444494,602.7342682
1028,134.089576,-84.346026,3,10382.55555,602.7342682
1029,134.089576,-84.346026,4,29868.44486,602.7342682
1030,134.089576,-84.346026,5,78143.11003,602.7342682
1031,134.089576,-84.346026,6,154461.334,602.7342682
1032,134.089576,-84.346026,7,230630.6647,602.7342682
1033,134.089576,-84.346026,8,318629.4922,602.7342682
1034,134.089576,-84.346026,9,365472.1094,602.7342682
1035,134.089576,-84.346026,10,306513.9427,602.7342682
1036,134.089576,-84.346026,11,306659.2253,602.7342682
1037,134.089576,-84.346026,12,249914.224,602.7342682
1038,134.089576,-84.346026,13,164668.8333,602.7342682
1039,134.089576,-84.346026,14,100649.5562,602.7342682
